Experiment,V,Cr,Mg,Fe,Co,Ni,Cu,S,Se,P,blank,Volt,Time,Overpotential V at 10.0 mA/cm2,Overpotential V at 20.0 mA/cm2,Overpotential V at 30.0 mA/cm2,Overpotential V at 40.0 mA/cm2,Overpotential V at 50.0 mA cm-2
exp1043,0,0,6,15,24,0,0,5,0,20,20,-1.5,50,-0.3217,-0.3567,-0.3797,-0.3967,-0.4127
exp1044,0,0,11,25,14,5,0,0,0,15,15,-1,53,-0.5007,-0.5337,-0.5547,-0.5717,-0.5857
exp1045,0,0,16,15,14,0,0,0,0,25,25,-1,180,-0.3287,-0.3477,-0.3607,-0.3707,-0.3807
exp1046,0,0,16,15,19,5,0,0,0,15,15,-1.5,30,-0.1177,-0.3187,-0.3317,-0.3387,-0.3447
exp1047,0,0,16,15,24,0,0,0,0,15,15,-1,180,-0.3097,-0.3267,-0.3387,-0.3477,-0.3557
exp1048,0,0,16,15,14,0,0,0,0,25,25,-1,30,-0.4257,-0.4507,-0.4677,-0.4817,-0.4947
exp1049,0,0,6,25,24,0,0,0,0,15,15,-1,180,-0.3247,-0.3447,-0.3577,-0.3687,-0.3777
exp1050,0,0,12,15,14,0,5,0,5,15,19,-1.5,30,-0.5647,-0.6057,-0.6357,-0.6597,-0.6787
exp1051,0,0,6,25,24,0,0,0,0,15,15,-1,30,-0.4697,-0.4997,-0.5197,-0.5367,-0.5507
exp1052,5,0,6,15,14,5,0,5,5,15,15,-1.5,180,-0.3637,-0.4117,-0.4457,-0.4777,-0.5067
exp1053,5,0,6,25,19,0,0,0,0,15,15,-1,30,-0.7117,-0.7287,-0.7397,-0.7477,-0.7547
exp1054,0,0,6,25,14,0,0,0,0,25,25,-1.5,30,0.0093,-0.2177,-0.4067,-0.4117,-0.4157
exp1055,5,0,6,25,14,5,0,0,0,15,15,-1.5,180,-0.0557,-0.0777,-0.1047,-0.1317,-0.1627
exp1056,0,5,6,15,24,0,0,1,0,19,19,-1,30,-0.5097,-0.5357,-0.5537,-0.5677,-0.5807
exp1057,0,0,6,25,24,0,0,0,0,15,15,-1,30,-0.4467,-0.4737,-0.4927,-0.5087,-0.5217
exp1058,0,0,16,15,14,5,0,5,0,15,15,-1,180,-0.6477,-0.6727,-0.6897,-0.7027,-0.7137
exp1059,0,0,6,15,24,0,1,5,0,19,19,-1.5,30,-0.3777,-0.4097,-0.4327,-0.4507,-0.4677
exp1060,0,0,6,25,14,0,0,5,0,20,20,-1.5,180,-0.3367,-0.2297,-0.4007,-0.4187,-0.4347
exp1061,0,0,6,15,24,3,0,0,0,22,22,-1.5,180,-0.0697,-0.0217,-0.1227,-0.1537,-0.2247
exp1062,0,0,6,25,14,5,0,0,0,20,20,-1,133,-0.3477,-0.3677,-0.3817,-0.3927,-0.4027
exp1063,0,0,7,25,14,0,0,0,0,24,24,-1.5,180,-0.0787,-0.0947,-0.1107,-0.0267,-0.0197
exp1064,0,0,6,25,14,5,0,5,0,15,15,-1,30,-0.7317,-0.7587,-0.7767,-0.7917,-0.8047
exp1065,0,0,6,25,24,0,0,0,0,15,15,-1.5,30,-0.0857,-0.1527,-0.3917,-0.3957,-0.3997
exp1066,0,0,16,25,14,0,0,0,0,15,15,-1.5,180,-0.0497,-0.0967,-0.1157,-0.1357,-0.1557
exp1067,5,0,16,15,19,0,0,0,0,15,15,-1,30,-0.4927,-0.5267,-0.5517,-0.5707,-0.5907
exp1068,0,0,6,20,24,5,0,0,0,15,15,-1,30,-0.4007,-0.4257,-0.4417,-0.4557,-0.4677
exp1069,0,0,16,18,14,5,0,0,0,17,17,-1.5,30,-0.1787,-0.3187,-0.3277,-0.3347,-0.3397
exp1070,0,0,16,15,24,0,0,0,0,15,15,-1,30,-0.4267,-0.4517,-0.4677,-0.4817,-0.4937
exp1071,0,5,6,15,14,0,5,0,0,15,25,-1.5,45,-0.0867,-0.3087,-0.3447,-0.3597,-0.3667
exp1072,0,0,6,25,15,5,3,0,0,15,16,-1,30,-0.4037,-0.4237,-0.4377,-0.4497,-0.4587
exp1073,0,5,11,25,14,0,0,0,0,15,15,-1.1,30,-0.4337,-0.4607,-0.4797,-0.4947,-0.5087
exp1074,0,0,16,15,14,0,5,5,0,15,15,-1.5,180,-0.3747,-0.4107,-0.4367,-0.4577,-0.4767
exp1075,0,0,11,15,14,0,0,0,5,25,25,-1,30,-0.7257,-0.7437,-0.7547,-0.7627,-0.7697
exp1076,0,0,6,25,14,0,5,5,0,15,15,-1,30,-0.7037,-0.7347,-0.7537,-0.7667,-0.7787
exp1077,0,0,6,25,14,0,0,0,0,25,25,-1.2,30,-0.3007,-0.3157,-0.3267,-0.3347,-0.3427
exp1078,5,0,16,15,14,0,0,0,0,20,20,-1.5,30,-0.3517,-0.3837,-0.3937,-0.4037,-0.4137
exp1079,0,0,6,23,21,0,0,0,5,15,15,-1,30,-0.7067,-0.7247,-0.7357,-0.7447,-0.7517
exp1080,0,0,16,15,15,0,0,0,0,24,24,-1.5,30,-0.3107,-0.3537,-0.3627,-0.3677,-0.3717
exp1081,0,0,16,15,22,0,0,0,0,17,17,-1.5,30,0.0033,-0.3267,-0.3437,-0.3527,-0.3587
exp1082,0,0,6,25,24,0,0,0,0,15,15,-1,30,-0.3937,-0.4167,-0.4327,-0.4457,-0.4567
exp1083,0,5,11,25,14,0,0,0,0,15,15,-1,180,-0.3967,-0.4197,-0.4357,-0.4487,-0.4597
exp1084,0,0,6,25,24,0,0,0,0,15,15,-1,180,-0.3027,-0.3197,-0.3307,-0.3407,-0.3487
exp1085,0,5,6,15,24,0,5,0,0,15,15,-1.5,180,-0.0577,-0.0317,-0.0857,-0.1047,-0.1257
exp1086,0,0,10,15,14,0,0,5,0,15,26,-1.5,180,-0.3207,-0.3547,-0.3777,-0.3967,-0.4127
exp1087,0,0,6,15,14,0,0,5,0,25,30,-1,30,-0.6877,-0.7117,-0.7277,-0.7407,-0.7517
exp1088,0,0,6,15,24,5,0,0,5,15,15,-1.5,34,-0.5567,-0.5997,-0.6277,-0.6487,-0.6667
exp1089,0,0,6,25,24,0,0,0,0,15,15,-1,180,-0.3197,-0.3377,-0.3497,-0.3597,-0.3687
exp1090,5,0,6,15,24,0,0,0,0,20,20,-1.5,30,-0.0777,-0.1657,-0.3387,-0.3517,-0.3597
exp1091,0,0,6,15,24,0,0,0,0,25,25,-1.5,30,-0.2667,0.0123,-0.3407,-0.3497,-0.3547
exp1092,0,0,6,15,24,0,0,0,0,25,25,-1.5,30,-0.0887,-0.3387,-0.3477,-0.3537,-0.3577
exp1093,0,0,6,25,24,0,0,0,0,15,15,-1,180,-0.3027,-0.3197,-0.3317,-0.3407,-0.3487
exp1094,0,0,6,25,14,0,4,0,0,21,21,-1,30,-0.4807,-0.4977,-0.5097,-0.5187,-0.5277
exp1095,0,0,11,15,24,0,0,0,5,15,15,-1.5,180,-0.3377,-0.3787,-0.4057,-0.4287,-0.4487
exp1096,0,0,16,15,24,0,0,0,0,15,15,-1,30,-0.4227,-0.4467,-0.4637,-0.4767,-0.4887
exp1097,0,0,16,15,14,5,0,0,5,15,15,-1.5,30,-0.5617,-0.6027,-0.6307,-0.6527,-0.6707
exp1098,0,0,6,15,24,0,0,5,0,20,20,-1.5,30,-0.3857,-0.4237,-0.4537,-0.4777,-0.4997
exp1099,8,0,20,0,0,4,25,0,0,5,13,-1,30,-0.6067,-0.6577,-0.6927,-0.7197,-0.7417
exp1100,0,0,0,0,20,0,25,20,0,5,5,-1.5,180,-0.2687,-0.3037,-0.3257,-0.3417,-0.3547
exp1101,17,16,0,0,7,0,25,0,0,5,5,-1.5,30,-0.5367,-0.5657,-0.5827,-0.5967,-0.6077
exp1102,0,20,0,0,0,12,25,0,0,13,13,-1,180,-0.5667,-0.5977,-0.6177,-0.6327,-0.6457
exp1103,0,0,0,0,20,7,25,13,0,5,5,-1.5,180,-0.2347,-0.2687,-0.2897,-0.3057,-0.3187
exp1104,0,0,0,0,6,20,39,0,0,5,5,-1.4,30,-0.3817,-0.4317,-0.4607,-0.4807,-0.4967
exp1105,0,0,0,0,17,20,25,0,0,5,8,-1.5,180,-0.2517,-0.2737,-0.2857,-0.2947,-0.3027
exp1106,0,0,0,0,1,20,25,19,0,5,5,-1.5,109,-0.2157,-0.2497,-0.2717,-0.2887,-0.3017
exp1107,0,0,0,0,0,19,25,0,0,5,26,-1.4,74,-0.3927,-0.4547,-0.4927,-0.5187,-0.5387
exp1108,0,0,0,0,15,16,25,7,0,5,7,-1.5,180,-0.2007,-0.2347,-0.2547,-0.2687,-0.2797
exp1109,0,0,0,0,20,17,25,3,0,5,5,-1.5,180,-0.2217,-0.2597,-0.2807,-0.2967,-0.3097
exp1110,0,10,0,0,10,0,25,0,0,5,25,-1.2,114,-0.5857,-0.6227,-0.6437,-0.6597,-0.6717
exp1111,0,0,0,20,12,0,25,0,0,5,13,-1.5,30,-0.4337,-0.4637,-0.4837,-0.4997,-0.5137
exp1112,0,8,0,0,6,0,25,0,0,31,31,-1,150,-0.6197,-0.6527,-0.6757,-0.6937,-0.7097
exp1113,0,0,0,20,16,4,25,0,0,5,5,-1.5,180,-0.0647,-0.3417,-0.3577,-0.3647,-0.3697
exp1114,20,0,0,0,0,8,37,0,0,5,5,-1,130,-0.6877,-0.7427,-0.7777,-0.8017,-0.8227
exp1115,0,16,0,0,4,0,25,20,0,5,5,-1.5,180,-0.4697,-0.5167,-0.5447,-0.5647,-0.5797
exp1116,0,16,0,0,0,0,29,0,20,5,5,-1,30,-0.6857,-0.7167,-0.7357,-0.7507,-0.7627
exp1117,0,0,0,0,3,18,25,19,0,5,5,-1.5,180,-0.2387,-0.2727,-0.2947,-0.3107,-0.3237
exp1118,0,0,12,0,0,20,25,0,0,13,13,-1.3,30,-0.3737,-0.4287,-0.4697,-0.5007,-0.5257
exp1119,0,0,0,0,0,0,65,0,0,5,5,-1,114,-0.6147,-0.6517,-0.6767,-0.6957,-0.7117
exp1120,20,0,0,0,20,0,25,0,0,5,5,-1.4,30,-0.6387,-0.6607,-0.6747,-0.6847,-0.6937
exp1121,0,0,0,0,0,20,25,0,0,5,25,-1.4,163,-0.3887,-0.4217,-0.4447,-0.4637,-0.4787
exp1122,0,0,20,0,20,0,25,0,0,5,5,-1,127,-0.5307,-0.5687,-0.5927,-0.6097,-0.6237
exp1123,0,0,0,0,0,20,43,2,0,5,5,-1.5,63,-0.4287,-0.4757,-0.5057,-0.5287,-0.5477
exp1124,0,0,3,0,17,0,25,20,0,5,5,-1.5,180,-0.3087,-0.3457,-0.3687,-0.3867,-0.4017
exp1125,0,0,0,0,18,5,25,6,0,5,16,-1.5,180,-0.2667,-0.3057,-0.3267,-0.3437,-0.3567
exp1126,0,7,0,20,11,2,25,0,0,5,5,-1.5,70,-0.5007,-0.5327,-0.5507,-0.5657,-0.5777
exp1127,0,0,19,0,0,20,26,0,0,5,5,-1.3,180,-0.3477,-0.3737,-0.3907,-0.4047,-0.4157
exp1128,0,20,4,0,9,3,25,0,0,9,9,-1,180,-0.5187,-0.5627,-0.5877,-0.6057,-0.6207
exp1129,0,0,20,0,4,0,30,0,0,5,16,-1,30,-0.6007,-0.6387,-0.6647,-0.6837,-0.6997
exp1130,0,0,7,0,0,20,25,0,0,18,18,-1.2,98,-0.3597,-0.3857,-0.4027,-0.4147,-0.4257
exp1131,14,0,0,0,0,0,31,0,20,5,5,-1,30,-0.7357,-0.7877,-0.8167,-0.8377,-0.8547
exp1132,0,0,0,0,7,0,27,0,0,35,36,-1.5,30,-0.5967,-0.6417,-0.6677,-0.6877,-0.7037
exp1133,0,0,1,0,20,19,25,0,0,5,5,-1.5,172,-0.2577,-0.2797,-0.2907,-0.2987,-0.3047
exp1134,0,0,0,0,0,3,25,0,0,42,42,-1,180,-0.4797,-0.5117,-0.5347,-0.5527,-0.5697
exp1135,0,0,0,20,1,19,25,0,0,5,5,-1.5,180,-0.3227,-0.3387,-0.3447,-0.3487,
exp1136,0,0,0,0,0,20,25,0,0,25,25,-1.3,30,-0.3577,-0.3777,-0.3927,-0.4057,-0.4157
exp1137,0,0,17,0,3,20,25,0,0,5,5,-1.1,180,-0.3497,-0.3727,-0.3887,-0.4017,-0.4137
exp1138,0,20,0,0,11,0,34,0,0,5,5,-1.4,48,-0.4487,-0.4807,-0.5037,-0.5217,-0.5377
exp1139,0,0,5,19,0,16,25,0,0,5,5,-1.4,180,-0.3607,-0.3727,-0.3797,-0.3857,-0.3907
exp1140,0,0,0,0,6,20,25,0,0,5,19,-1.4,180,-0.3037,-0.3157,-0.3267,-0.3367,-0.3457
exp1141,0,0,20,0,0,20,25,0,0,5,5,-1.5,132,-0.3567,-0.3787,-0.3957,-0.4097,-0.4227
exp1142,0,12,0,0,9,0,37,7,0,5,5,-1.5,30,-0.5047,-0.5567,-0.5867,-0.6067,-0.6217
exp1143,0,0,15,0,0,13,25,12,0,5,5,-1.5,110,-0.4687,-0.5747,-0.6297,-0.6617,-0.6847
exp1144,0,0,20,0,4,15,25,0,0,6,6,-1.5,180,-0.3447,-0.3777,-0.4007,-0.4187,-0.4327
exp1145,0,0,0,0,20,14,25,0,0,5,11,-1.5,180,-0.2967,-0.3147,-0.3247,-0.3327,-0.3397
exp1146,0,0,6,0,20,1,25,0,0,5,18,-1.3,180,-0.3377,-0.3617,-0.3767,-0.3897,-0.3997
exp1147,0,0,0,0,3,20,25,17,0,5,5,-1.5,180,-0.2417,-0.2747,-0.2967,-0.3127,-0.3267
exp1148,0,0,8,0,0,6,51,0,0,5,5,-1.5,30,-0.5127,-0.5647,-0.5927,-0.6117,-0.6267
exp1149,0,2,0,0,0,11,35,17,0,5,5,-1.5,30,-0.3787,-0.4307,-0.4737,-0.5107,-0.5407
exp1150,0,0,13,0,18,0,32,0,0,7,7,-1,85,-0.5267,-0.5547,-0.5737,-0.5887,-0.6017
exp1151,0,0,0,0,14,0,25,20,0,11,11,-1.5,172,-0.3577,-0.3907,-0.4137,-0.4327,-0.4487
exp1152,0,0,20,0,0,0,30,0,14,5,6,-1,30,-0.7547,-0.7777,-0.7927,-0.8047,-0.8147
exp1153,0,0,0,20,13,0,25,7,0,5,5,-1.5,180,-0.1207,-0.1797,-0.3657,0.0063,-0.3987
exp1154,0,0,20,0,0,20,25,0,0,5,5,-1.3,180,-0.3787,-0.4127,-0.4357,-0.4547,-0.4717
exp1155,0,0,0,20,0,20,25,0,0,5,5,-1.5,168,-0.0187,-0.1077,-0.1657,-0.2397,-0.3217
exp1156,0,0,2,0,9,20,25,0,0,5,14,-1.4,89,-0.2597,-0.2797,-0.2897,-0.2967,-0.3037
exp1157,0,0,0,0,5,14,25,20,0,5,6,-1.5,172,-0.2277,-0.2587,-0.2777,-0.2937,-0.3057
exp1158,0,20,0,0,0,20,25,0,0,5,5,-1.5,88,-0.3517,-0.3857,-0.4097,-0.4287,-0.4447
exp1159,0,13,0,0,0,0,30,0,0,27,27,-1,44,-0.7627,-0.7997,-0.8217,-0.8397,-0.8547
exp1160,0,0,0,9,11,20,25,0,0,5,5,-1.5,180,-0.0307,-0.2697,0.0133,-0.2997,-0.3077
exp1161,0,0,0,0,12,20,25,8,0,5,5,-1.4,176,-0.2867,-0.3187,-0.3397,-0.3577,-0.3727
exp1162,3,0,0,0,20,13,25,0,0,5,9,-1.4,180,-0.2697,-0.3057,-0.3187,-0.3277,-0.3347
exp1163,0,20,0,0,15,0,25,0,0,5,10,-1.4,180,-0.3187,-0.3357,-0.3467,-0.3557,-0.3647
exp1164,0,20,0,0,20,0,25,0,0,5,5,-1.5,180,-0.2507,-0.2737,-0.2867,-0.2957,-0.3037
exp1165,5,17,0,0,0,18,25,0,0,5,5,-1.5,30,-0.6767,-0.7217,-0.7477,-0.7667,-0.7827
exp1166,0,0,0,0,12,8,25,3,0,5,22,-1.2,118,-0.4047,-0.4477,-0.4777,-0.5007,-0.5207
exp1167,0,3,20,0,16,1,25,0,0,5,5,-1.3,180,-0.4147,-0.4467,-0.4667,-0.4837,-0.4987
exp1168,0,0,4,0,20,0,25,16,0,5,5,-1.3,30,-0.4737,-0.5357,-0.5727,-0.5967,-0.6147
exp1169,0,0,20,0,0,7,38,0,0,5,5,-1,30,-0.5737,-0.6067,-0.6267,-0.6437,-0.6567
exp1170,0,0,0,0,16,0,25,0,0,5,29,-1,124,-0.5367,-0.5687,-0.5887,-0.6027,-0.6147
exp1171,0,0,0,0,0,19,25,0,0,26,26,-1.4,176,-0.3907,-0.4327,-0.4607,-0.4817,-0.4997
exp1172,0,0,0,0,20,0,40,5,0,5,5,-1.5,80,-0.3807,-0.4197,-0.4467,-0.4687,-0.4857
exp1173,0,0,18,0,5,17,25,0,0,5,5,-1.5,30,-0.4557,-0.4957,-0.5227,-0.5447,-0.5637
exp1174,0,0,0,0,0,0,25,0,0,5,45,-1,166,-0.6227,-0.6667,-0.7007,-0.7257,-0.7447
exp1175,0,0,0,20,0,20,25,0,0,5,5,-1.5,180,-0.2947,-0.3327,-0.3417,-0.3477,-0.3527
exp1176,6,20,0,0,14,0,25,0,0,5,5,-1.1,94,-0.6227,-0.6497,-0.6657,-0.6787,-0.6897
exp1177,0,0,0,20,11,9,25,0,0,5,5,-1.5,147,-0.1627,-0.3497,-0.3577,-0.3637,-0.3677
exp1178,0,0,0,0,7,20,25,0,0,5,18,-1.3,126,-0.3087,-0.3217,-0.3337,-0.3457,-0.3577
exp1179,0,0,0,0,20,0,25,0,0,5,25,-1.4,79,-0.3097,-0.3297,-0.3467,-0.3627,-0.3787
exp1180,0,0,0,20,0,1,44,0,0,5,5,-1.5,30,-0.5017,-0.5317,-0.5557,-0.5767,-0.5977
exp1181,0,1,0,0,5,20,25,14,0,5,5,-1.5,180,-0.2267,-0.2617,-0.2837,-0.3007,-0.3147
exp1182,0,0,0,0,20,0,25,18,0,5,7,-1.5,155,-0.3037,-0.3397,-0.3637,-0.3817,-0.3967
exp1183,0,0,0,0,0,20,25,0,0,5,25,-1.4,68,-0.3297,-0.3737,-0.4037,-0.4267,-0.4467
exp1184,0,0,19,0,0,7,25,0,0,5,19,-1,180,-0.4277,-0.4737,-0.5027,-0.5247,-0.5417
exp1185,0,0,0,20,0,1,25,0,3,21,21,-1,30,-0.6437,-0.6897,-0.7157,-0.7347,-0.7497
exp1186,0,0,0,0,0,15,25,0,0,5,30,-1.4,30,-0.3727,-0.4007,-0.4207,-0.4387,-0.4537
exp1187,0,0,2,20,18,0,25,0,0,5,5,-1.4,180,-0.0547,-0.1687,-0.3367,-0.3477,-0.3557
exp1188,6,5,0,0,9,20,25,0,0,5,5,-1.5,180,-0.3007,-0.3237,-0.3357,-0.3447,-0.3527
exp1189,20,0,0,0,20,0,25,0,0,5,5,-1.5,145,-0.3217,-0.3387,-0.3487,-0.3567,-0.3647
exp1190,17,0,0,0,20,3,25,0,0,5,5,-1.5,30,-0.5417,-0.5777,-0.6027,-0.6217,-0.6377
exp1191,0,0,4,20,0,7,25,0,0,14,14,-1.3,180,-0.3607,-0.3817,-0.3977,-0.4107,-0.4217
exp1192,0,0,0,20,20,0,25,0,0,5,5,-1.5,143,-0.0887,-0.3447,-0.3547,-0.3617,-0.3677
exp1193,0,0,0,0,0,0,25,20,0,25,25,-1.4,86,-0.5667,-0.5907,-0.6047,-0.6167,-0.6287
exp1194,20,20,0,0,0,0,25,0,0,5,5,-1.5,30,-0.7177,-0.7567,-0.7797,-0.7967,-0.8117
exp1195,0,0,0,0,7,20,25,0,0,5,18,-1.4,180,-0.7467,-0.7757,-0.7937,-0.8087,-0.8207
exp1196,0,2,8,0,0,0,25,0,0,35,35,-1,84,-0.8537,-0.8897,-0.9057,-0.9147,-0.9217
exp1197,20,0,20,0,0,0,25,0,0,5,5,-1,180,-0.8267,-0.8677,-0.8907,-0.9067,-0.9187
exp1198,0,0,17,0,0,20,25,3,0,5,5,-1,30,-0.8767,-0.9137,-0.9307,-0.9397,-0.9467
exp1199,2,5,0,0,20,11,20,12,0,0,0,-1,180,-0.4857,-0.5697,-0.6267,-0.6677,-0.7067
exp1200,0,0,0,5,10,16,20,9,0,10,0,-1.5,30,-0.3687,-0.4147,-0.4487,-0.4757,-0.4987
exp1201,5,0,5,0,20,11,20,9,0,0,0,-1.5,180,-0.2427,-0.2777,-0.2997,-0.3157,-0.3287
exp1202,0,0,1,0,20,12,20,2,5,10,0,-1,180,-0.2517,-0.3257,-0.3587,-0.3817,-0.4017
exp1203,2,5,0,0,20,21,20,2,0,0,0,-1.5,180,-0.1247,-0.2467,-0.2807,-0.3007,-0.3147
exp1204,5,1,0,0,20,12,20,12,0,0,0,-1.5,180,-0.2417,-0.2757,-0.2967,-0.3117,-0.3237
exp1205,0,0,0,0,20,16,22,12,0,0,0,-1.4,166,-0.2427,-0.2847,-0.3087,-0.3267,-0.3417
exp1206,0,0,0,5,10,11,30,12,0,2,0,-1.5,30,-0.3797,-0.4417,-0.4817,-0.5127,-0.5377
exp1207,0,5,0,0,20,21,20,2,0,0,2,-1.5,30,-0.3867,-0.4377,-0.4707,-0.4957,-0.5157
exp1208,1,0,0,5,20,14,20,2,0,8,0,-1.3,144,-0.2247,-0.2707,-0.2917,-0.3077,-0.3197
exp1209,0,0,0,0,20,21,20,4,5,0,0,-1.5,180,-0.1767,-0.2367,-0.2637,-0.2817,-0.2947
exp1210,5,0,0,0,10,18,20,12,0,5,0,-1.5,133,-0.2307,-0.2767,-0.3047,-0.3257,-0.3427
exp1211,0,0,5,1,13,19,20,12,0,0,0,-1.5,180,-0.1767,-0.2327,-0.2567,-0.2737,-0.2867
exp1212,0,0,0,0,17,21,20,12,0,0,0,-1.5,180,-0.1687,-0.2287,-0.2567,-0.2757,-0.2907
exp1213,0,5,0,2,10,21,20,12,0,0,0,-1.5,91,-0.1977,-0.2627,-0.2967,-0.3197,-0.3377
exp1214,0,0,5,0,12,21,20,2,0,10,0,-1.5,30,-0.1847,-0.2617,-0.3117,-0.3427,-0.3647
exp1215,5,0,0,5,20,11,20,2,0,7,0,-1.5,180,-0.0057,-0.0647,-0.1567,-0.2247,-0.2527
exp1216,0,0,0,5,10,21,27,2,5,0,0,-1.5,30,-0.3317,-0.3867,-0.4227,-0.4497,-0.4707
exp1217,5,0,0,0,10,21,20,2,2,10,0,-1.5,30,-0.3017,-0.3627,-0.3967,-0.4217,-0.4437
exp1218,0,0,0,0,16,21,20,12,0,1,0,-1.5,180,-0.1097,-0.1957,-0.2207,-0.2377,-0.2497
exp1219,0,2,5,0,20,21,20,2,0,0,0,-1.5,180,-0.1617,-0.2297,-0.2707,-0.2957,-0.3137
exp1220,0,5,0,2,20,11,20,12,0,0,0,-1.5,125,-0.1737,-0.2387,-0.2677,-0.2887,-0.3037
exp1221,0,0,0,0,20,21,20,2,0,7,0,-1.2,173,-0.1527,-0.2147,-0.2527,-0.2777,-0.2977
exp1222,5,0,0,0,20,14,20,11,0,0,0,-1.5,180,-0.1807,-0.2387,-0.2647,-0.2827,-0.2967
exp1223,5,0,0,0,20,21,20,2,0,2,0,-1.5,180,-0.1507,-0.2247,-0.2587,-0.2797,-0.2977
exp1224,0,0,0,5,10,21,22,12,0,0,0,-1.5,30,-0.1927,-0.2897,-0.3347,-0.3637,-0.3867
exp1225,5,5,5,2,20,11,20,2,0,0,0,-1,69,-0.5097,-0.5687,-0.5977,-0.6177,-0.6337
exp1226,0,0,0,5,20,12,20,3,0,10,0,-1.5,105,-0.2167,-0.2647,-0.2877,-0.3037,-0.3167
exp1227,0,0,5,0,20,11,20,2,0,0,12,-1.5,141,-0.1937,-0.2617,-0.2967,-0.3197,-0.3367
exp1228,0,0,0,0,20,18,20,2,0,10,0,-1.5,146,-0.1717,-0.2367,-0.2737,-0.2967,-0.3127
exp1229,0,0,0,5,20,11,20,12,0,2,0,-1.5,180,-0.1477,-0.2177,-0.2517,-0.2727,-0.2877
exp1230,0,0,0,0,10,21,20,8,1,10,0,-1.1,30,-0.2307,-0.3717,-0.4307,-0.4797,-0.5207
exp1231,0,0,0,0,20,18,20,2,0,10,0,-1.5,79,-0.2197,-0.2717,-0.2977,-0.3157,-0.3307
exp1232,0,0,0,0,10,21,20,9,0,10,0,-1,180,-0.2537,-0.3157,-0.3487,-0.3747,-0.3977
exp1233,0,5,0,5,20,18,20,2,0,0,0,-1.5,180,-0.1597,-0.2267,-0.2727,-0.3017,-0.3207
exp1234,0,0,5,0,10,21,20,12,0,0,2,-1.5,180,-0.1437,-0.2177,-0.2627,-0.2917,-0.3137
exp1235,0,5,0,0,20,11,20,2,0,0,12,-1.5,180,0.0113,-0.1887,-0.2377,-0.2707,-0.2927
exp1236,0,0,0,5,12,21,20,2,0,10,0,-1.5,179,-0.1077,-0.1687,-0.2147,-0.2497,-0.2767
exp1237,0,0,0,0,20,21,20,9,0,0,0,-1.5,163,-0.0837,-0.1437,-0.1837,-0.2147,-0.2397
exp1238,0,0,0,0,16,21,20,12,0,1,0,-1.5,180,-0.0607,-0.1337,-0.1767,-0.2087,-0.2317
exp1239,0,0,0,5,20,21,20,3,0,1,0,-1.5,30,-0.1557,-0.3137,-0.3867,-0.4347,-0.4707
exp1240,0,0,0,0,20,18,20,2,0,10,0,-1,51,-0.3017,-0.4547,-0.5117,-0.5467,-0.5697
exp1241,0,0,0,0,20,21,20,2,0,6,1,-1.5,117,-0.0577,-0.2027,-0.2737,-0.3027,-0.3217
exp1242,0,5,0,5,20,11,20,9,0,0,0,-1.5,180,-0.0447,0.0133,-0.1957,-0.2377,-0.2727
exp1243,0,5,0,0,15,21,20,10,0,0,-1,-1.5,180,-0.0337,-0.0847,-0.1507,-0.1987,-0.2317
exp1244,0,0,0,0,20,21,27,2,0,0,0,-1.2,131,0.0113,-0.0967,-0.2437,-0.3007,-0.3247
exp1245,0,0,0,3,20,21,20,6,0,0,0,-1.5,142,-0.0957,-0.2607,-0.3007,-0.3247,-0.3437
exp1246,0,5,5,0,11,21,20,2,0,6,0,-1.5,102,-0.0237,-0.2357,-0.3327,-0.3677,-0.3937
exp1247,0,5,2,0,20,21,20,2,0,0,0,-1.5,145,-0.1257,-0.2807,-0.3337,-0.3627,-0.3847
exp1248,5,0,0,0,20,13,20,2,0,10,0,-1.5,131,-0.1737,-0.2517,-0.2787,-0.2967,-0.3107
exp1249,5,0,5,0,10,13,27,4,0,0,6,-1.5,30,-0.0937,-0.3397,-0.3967,-0.4517,-0.4777
exp1250,0,0,5,0,20,13,20,2,0,10,0,-1.5,155,-0.0617,-0.1547,-0.2157,-0.2577,-0.2827
exp1251,0,0,0,0,20,18,20,2,0,0,10,-1.5,168,-0.0977,-0.1877,-0.2467,-0.2837,-0.3067
exp1252,0,0,0,0,10,21,20,9,0,10,0,-1.5,30,-0.1957,-0.3757,-0.4367,-0.4857,-0.5227
exp1253,0,2,0,5,20,21,20,2,0,0,0,-1.5,177,-0.0797,-0.1867,-0.2557,-0.2887,-0.3087
exp1254,5,0,0,5,20,11,27,2,0,0,0,-1.5,180,-0.2337,-0.3147,-0.3517,-0.3787,-0.4007
exp1255,0,0,0,0,10,21,20,12,0,7,0,-1.5,180,-0.0627,-0.2217,-0.2707,-0.2957,-0.3147
exp1256,0,5,0,0,20,13,20,2,0,10,0,-1.5,180,-0.0807,-0.1637,-0.2167,-0.2557,-0.2797
exp1257,5,0,0,0,12,21,20,12,0,0,0,-1.5,106,-0.3437,-0.4317,-0.4827,-0.5187,-0.5437
exp1258,0,0,0,0,20,21,20,9,0,0,0,-1.4,176,-0.0217,-0.1547,-0.2267,-0.2557,-0.2737
